"modelName" "brand" "nationality" "sizeClass" "modelfuelEffi" "fuel" "market" "thumnail" "price"
"2007_로체_어드밴스" "기아자동차" "국산" "중형" "10.9~17.3km" "디젤_가솔린" "단종" "http://imgauto.naver.com/20140307_186/auto_1394174781390NUDq1_PNG/20140307154619_YtfeCbyp.png?type=f567_410" "2084"
"2007_카렌스" "기아자동차" "국산" "준중형" "8.1~15.1km" "디젤_LPG" "단종" "http://imgauto.naver.com/20140307_166/auto_1394172674519v0dfO_PNG/20140307151111_KJp9iuMI.png?type=f567_410" "1933"
"2014_쏘울" "기아자동차" "국산" "준중형" "11.5~14.1km" "디젤_가솔린" "단종" "http://imgauto.naver.com/20131015_7/auto_1381805431441KQFRP_PNG/20131015115026_HoPMPQZm.png?type=f567_410" "1782.5"
"2012_모하비" "기아자동차" "국산" "대형" "10.2~10.7km" "디젤" "단종" "http://imgauto.naver.com/20140617_152/auto_1402975647142LwbW5_PNG/20140617122725_uJYwi51p.png?type=f567_410" "4045.5"
"2008_모닝" "기아자동차" "국산" "경형" "16.6~19.4km" "가솔린" "단종" "http://imgauto.naver.com/20140306_201/auto_1394086579937dGrf9_PNG/20140306151616_GvFknk8H.png?type=f567_410" "872.5"
"2005_엑스트랙" "기아자동차" "국산" "준중형" "11.9~14.7km" "디젤" "단종" "http://imgauto.naver.com/brand2/adv/4925/basicimg/2602_kia_x-trek2005_0.jpg?type=f508_367" "1652"
"1992_포텐샤" "기아자동차" "국산" "대형" "8.3~8.9km" "가솔린" "단종" "http://imgauto.naver.com/brand2/adv/17127/basicimg/20120118191636_tVjIOBLE.jpg?type=f508_367" "0"
"2006_오피러스" "기아자동차" "국산" "대형" "8.6~9.2km" "가솔린_LPG" "단종" "http://imgauto.naver.com/20140314_93/auto_1394789536482198NR_PNG/20140314183214_wFFP6RnY.png?type=f567_410" "4455"
"2005_옵티마" "기아자동차" "국산" "중형" "9.6~11.8km" "가솔린" "단종" "http://imgauto.naver.com/brand2/adv/4523/basicimg/4523_main.jpg?type=f508_367" "1366"
"2012_포르테_하이브리드LPi" "기아자동차" "국산" "준중형" "14.0km" "하이브리드" "단종" "http://imgauto.naver.com/20130927_58/auto_1380292642517uGHvJ_PNG/20130927233644_4x3ZJpuH.png?type=f567_410" "2203.5"
"2008_쎄라토_해치백" "기아자동차" "국산" "준중형" "12.0~15.1km" "가솔린" "단종" "http://imgauto.naver.com/20140224_50/auto_1393214353249PUDdy_PNG/20140224125910_2lBkKP0O.png?type=f567_410" "1507"
"2015_쏘울" "기아자동차" "국산" "준중형" "11.5~14.1km" "디젤_가솔린" "단종" "http://imgauto.naver.com/20140702_129/auto_1404269256904NiHYs_PNG/20140702114714_6oHCOpAY.png?type=f508_367" "1822.5"
"2008_모하비" "기아자동차" "국산" "대형" "10.8~11.1km" "디젤" "단종" "http://imgauto.naver.com/20140306_166/auto_1394086626678g3KNO_PNG/20140306151704_A0ive3F4.png?type=f567_410" "3855"
"2009_모닝" "기아자동차" "국산" "경형" "13.4~16.3km" "LPG" "단종" "http://imgauto.naver.com/20140224_109/auto_1393209023320PCgBx_PNG/20140224113021_shhP1NRw.png?type=f567_410" "999"
"2010_프라이드_세단" "기아자동차" "국산" "소형" "15.0~22.0km" "디젤_가솔린" "단종" "http://imgauto.naver.com/brand2/adv/8125/basicimg/8125_main.jpg?type=f508_367" "1281"
"2009_포르테쿱" "기아자동차" "국산" "준중형" "12.9~16.1km" "가솔린" "단종" "http://imgauto.naver.com/20140220_72/auto_1392873296361pTIfJ_PNG/20140220141453_Rel48HsU.png?type=f567_410" "1753.5"
"1999_엘란" "기아자동차" "국산" "스포츠카" "11.8km" "가솔린" "단종" "http://imgauto.naver.com/brand2/adv/795/basicimg/795_main.jpg?type=f508_367" "2616"
"2010_프라이드_해치백" "기아자동차" "국산" "소형" "15.1~22.0km" "디젤_가솔린" "단종" "http://imgauto.naver.com/brand2/adv/8179/basicimg/20110223184600_gkwRZ7oX.jpg?type=f508_367" "1351.5"
"2010_포르테" "기아자동차" "국산" "준중형" "13.0~16.1km" "가솔린" "단종" "http://imgauto.naver.com/20140212_52/auto_1392165984905o1tFf_PNG/20140212094622_eCVDuYRc.png?type=f567_410" "1570"
"2009_뉴페이스_카렌스" "기아자동차" "국산" "준중형" "8.6~13.0km" "디젤_LPG" "단종" "http://imgauto.naver.com/brand2/adv/7270/basicimg/7270_main.jpg?type=f508_367" "2002.5"
"2007_모닝" "기아자동차" "국산" "경형" "15.5~18.3km" "가솔린" "단종" "http://imgauto.naver.com/20140307_146/auto_139417426472653gDK_PNG/20140307153742_A2IlQkQj.png?type=f567_410" "818"
"2005_오피러스" "기아자동차" "국산" "대형" "7.6~7.9km" "가솔린" "단종" "http://imgauto.naver.com/20140410_53/auto_1397093911420obzH7_PNG/20140410103824_oVe7YJ66.png?type=f567_410" "4120"
"2013_카렌스_" "기아자동차" "국산" "준중형" "9.0~13.2km" "디젤_LPG" "단종" "http://imgauto.naver.com/20130927_12/auto_1380293070461zPAJd_PNG/20130927234426_fL4lzeOy.png?type=f567_410" "2282.5"
"2003_레토나_크루저" "기아자동차" "국산" "소형" "9.6~19.6km" "디젤" "단종" "http://imgauto.naver.com/brand2/adv/4554/basicimg/4554_main.jpg?type=f508_367" "1516.5"
"2012_레이" "기아자동차" "국산" "경형" "13.5km" "하이브리드_가솔린" "단종" "http://imgauto.naver.com/20140428_133/auto_1398646646097BXKBf_PNG/20140428095723_gJvrYIQx.png?type=f567_410" "1315"
"2004_비스토" "기아자동차" "국산" "경형" "13.1~16.0km" "가솔린" "단종" "http://imgauto.naver.com/brand2/adv/4716/basicimg/4716_main.jpg?type=f508_367" "658"
"2015_K3_쿱" "기아자동차" "국산" "준중형" "11.5~12.8km" "가솔린" "단종" "http://imgauto.naver.com/20141231_58/auto_1420011747789R2c8N_PNG/20141231164154_Te0wNJpn.png?type=f508_367" "2012.5"
"2011_쏘울" "기아자동차" "국산" "준중형" "12.9~19.8km" "디젤_가솔린" "단종" "http://imgauto.naver.com/20140221_85/auto_1392943803608HkMR6_PNG/20140221094958_ApQ4QYsi.png?type=f567_410" "1766.5"
"2002_기아_엔터프라이즈" "기아자동차" "국산" "대형" "8.4~10.0km" "가솔린" "단종" "http://imgauto.naver.com/brand2/adv/789/basicimg/789_main.jpg?type=f508_367" "3400"
"2014_K3_쿱" "기아자동차" "국산" "준중형" "11.5~12.8km" "가솔린" "단종" "http://imgauto.naver.com/20130927_98/auto_138029390953849ttY_PNG/20130927235825_XXOFryUO.png?type=f567_410" "2045"
"2010_모하비" "기아자동차" "국산" "대형" "7.3~11.1km" "디젤_가솔린" "단종" "http://imgauto.naver.com/20140217_76/auto_1392599167379EnGAK_PNG/20140217100605_Lppu4k8y.png?type=f567_410" "4027.5"
"1997_프라이드" "기아자동차" "국산" "소형" "16.4~17.4km" "가솔린" "단종" "http://imgauto.naver.com/brand2/adv/917/basicimg/917_main.jpg?type=f508_367" "502.5"
"2004_카렌스2" "기아자동차" "국산" "준중형" "8.4~11.4km" "가솔린_LPG" "단종" "http://imgauto.naver.com/brand2/adv/870/basicimg/870_main.jpg?type=f508_367" "1402.5"
"2011_그랜드_카니발" "기아자동차" "국산" "대형" "6.8~14.5km" "디젤_LPG" "단종" "http://imgauto.naver.com/brand2/adv/14857/basicimg/4058_kia_grandcanival2011_100.jpg?type=f508_367" "3332.5"
"2007_그랜드_카니발" "기아자동차" "국산" "대형" "6.8~12.5km" "디젤_LPG" "단종" "http://imgauto.naver.com/20140314_263/auto_1394783701009ANGkf_PNG/20140314165458_KO2Q1rsk.png?type=f567_410" "3537.5"
"2005_리오SF_해치백" "기아자동차" "국산" "소형" "14.0~15.4km" "가솔린" "단종" "http://imgauto.naver.com/brand2/adv/614/basicimg/614_main.jpg?type=f508_367" "794.5"
"2001_카렌스" "기아자동차" "국산" "준중형" "8.8~13.3km" "가솔린_LPG" "단종" "http://imgauto.naver.com/brand2/adv/4856/basicimg/1240_kia_carens2001_0.jpg?type=f508_367" "1430"
"2013_모닝_바이퓨얼" "기아자동차" "국산" "경형" "12.3~14.0km" "하이브리드_가솔린_LPG" "단종" "http://imgauto.naver.com/20140617_24/auto_1402979735641dd5q7_PNG/20140617133532_LF3Vsj5T.png?type=f567_410" "1218.5"
"2013_레이_바이퓨얼" "기아자동차" "국산" "경형" "10.8km" "하이브리드" "단종" "http://imgauto.naver.com/20130927_97/auto_1380293740749DjrKG_PNG/20130927235538_V6BU068t.png?type=f567_410" "1572.5"
"2011_포르테" "기아자동차" "국산" "준중형" "12.0~17.5km" "가솔린_LPG" "단종" "http://imgauto.naver.com/20140321_88/auto_1395384790406JF8VJ_PNG/20140321155307_1ZYRNQlO.png?type=f567_410" "1567.5"
"2010_카니발R" "기아자동차" "국산" "대형" "6.8~12.9km" "디젤_LPG" "단종" "http://imgauto.naver.com//brand2/adv/8454/basicimg/20101221172726_lAoHhdJo.jpg?type=f508_367" "3971"
"2010_쏘울" "기아자동차" "국산" "준중형" "12.9~19.8km" "디젤_가솔린" "단종" "http://imgauto.naver.com/20140214_124/auto_1392341629237QRRPs_PNG/20140214103332_3gDkNClg.png?type=f567_410" "1716.5"
"2013_프라이드_해치백" "기아자동차" "국산" "소형" "13.3~19.0km" "디젤_가솔린" "단종" "http://imgauto.naver.com/20130927_19/auto_1380293884959V5IJB_PNG/20130927235755_5wf48FT3.png?type=f567_410" "1452.5"
"2012_봉고3" "기아자동차" "국산" "대형" "6.5~11.0km" "디젤_LPG" "단종" "http://imgauto.naver.com/brand2/adv/17249/basicimg/20120127162748_yF4nkcpP.jpg?type=f508_367" "1615"
"2011_포르테_쿱" "기아자동차" "국산" "준중형" "13.1~17.0km" "가솔린" "단종" "http://imgauto.naver.com/20140321_237/auto_1395385617044xdsvz_PNG/20140321160654_9Gn76Zid.png?type=f567_410" "1745"
"2011_카니발" "기아자동차" "국산" "대형" "9.2~12.9km" "디젤_가솔린" "단종" "http://imgauto.naver.com/brand2/adv/14848/basicimg/4057_kia_newcarnival2011_100.jpg?type=f508_367" "3030"
"2009_포르테" "기아자동차" "국산" "준중형" "15.2~16.5km" "디젤_가솔린" "단종" "http://imgauto.naver.com/20140220_72/auto_1392873237318DyRqB_PNG/20140220141354_a0kEoBvD.png?type=f567_410" "1560"
"2009_모하비" "기아자동차" "국산" "대형" "7.3~11.1km" "디젤_가솔린" "단종" "http://imgauto.naver.com/20140224_281/auto_13932090753525TczR_PNG/20140224113113_J3FAuGam.png?type=f567_410" "4005"
"2008_프라이드_해치백" "기아자동차" "국산" "소형" "13.0~20.5km" "디젤_가솔린" "단종" "http://imgauto.naver.com/brand2/adv/4902/basicimg/4902_main.jpg?type=f508_367" "1188.5"
"2008_포르테" "기아자동차" "국산" "준중형" "14.1~16.5km" "디젤_가솔린" "단종" "http://imgauto.naver.com/20140224_276/auto_1393207971071JqWHD_PNG/20140224111247_EFqzrZzX.png?type=f567_410" "1550"
"2006_프라이드_세단" "기아자동차" "국산" "소형" "14.7~20.5km" "디젤_가솔린" "단종" "http://imgauto.naver.com/20140314_164/auto_1394784265787piqT3_PNG/20140314170423_Ixih4TB3.png?type=f567_410" "1224"
"2006_그랜드_카니발" "기아자동차" "국산" "대형" "10.2~12.5km" "디젤" "단종" "http://imgauto.naver.com/20140410_142/auto_1397090514482vwQ67_PNG/20140410094151_0O1en7ag.png?type=f567_410" "3120"
"2012_포르테_쿱" "기아자동차" "국산" "준중형" "13.1~17.0km" "가솔린" "단종" "http://imgauto.naver.com/20140603_7/auto_1401778645943Knkk2_PNG/20140603155723_oJJwhX71.png?type=f567_410" "1727.5"
"2012_그랜드_카니발R" "기아자동차" "국산" "대형" "8.2~11.6km" "디젤_가솔린" "단종" "http://imgauto.naver.com/brand2/adv/14866/basicimg/4058_kia_grandcanival2011_107.jpg?type=f508_367" "3411"
"2010_그랜드_카니발R" "기아자동차" "국산" "대형" "6.0~14.5km" "디젤_LPG" "단종" "http://imgauto.naver.com/brand2/adv/8444/basicimg/3916_kia_grandcanival2010_100.jpg?type=f508_367" "3395"
"2008_쎄라토_세단" "기아자동차" "국산" "준중형" "13.2~20.7km" "디젤_가솔린" "단종" "http://imgauto.naver.com/20140224_237/auto_13932143079214B46G_PNG/20140224125825_wJA1uBh6.png?type=f567_410" "1404.5"
"2008_스포티지" "기아자동차" "국산" "준중형" "9.9~15.2km" "디젤_가솔린" "단종" "http://imgauto.naver.com/brand2/adv/4767/basicimg/4767_main.jpg?type=f508_367" "2101.5"
"2006_프라이드_해치백" "기아자동차" "국산" "소형" "14.7~20.5km" "디젤_가솔린" "단종" "http://imgauto.naver.com/20140314_118/auto_1394783655564RAmrh_PNG/20140314165412_DWjnFOjo.png?type=f567_410" "1234.5"
"2003_카니발2" "기아자동차" "국산" "대형" "7.8km" "가솔린" "단종" "http://imgauto.naver.com/brand2/adv/862/basicimg/862_main.jpg?type=f508_367" "1900"
"2012_프라이드_세단" "기아자동차" "국산" "소형" "16.1~18.2km" "가솔린" "단종" "http://imgauto.naver.com/20140428_122/auto_1398646567568dqY9d_PNG/20140428095604_4oSuUDQd.png?type=f567_410" "1364.5"
"2003_프레지오" "기아자동차" "국산" "대형" "9.7~16.1km" "디젤" "단종" "http://imgauto.naver.com/brand2/adv/4916/basicimg/4916_main.jpg?type=f508_367" "1167.5"
"2002_옵티마" "기아자동차" "국산" "중형" "10.8~14.1km" "가솔린" "단종" "http://imgauto.naver.com/brand2/adv/823/basicimg/823_main.jpg?type=f508_367" "1929"
"1988_콩코드" "기아자동차" "국산" "준중형" "11.3km" "가솔린" "단종" "http://imgauto.naver.com/20151221_239/auto_1450683496671yTttE_PNG/20151221163716_RrGmEE0m.png?type=f508_367" "1324"
"2013_레이" "기아자동차" "국산" "경형" "13.5~14.6km" "가솔린" "단종" "http://imgauto.naver.com/20130927_86/auto_1380293718654JMmyq_PNG/20130927235514_z1utaBX7.png?type=f567_410" "1349.5"
"2012_프라이드_해치백" "기아자동차" "국산" "소형" "16.1~18.2km" "가솔린" "단종" "http://imgauto.naver.com/20140428_142/auto_1398646581897S7vwH_PNG/20140428095619_ZPmQ2B7j.png?type=f567_410" "1409"
"2012_쏘울" "기아자동차" "국산" "준중형" "15.7~18.0km" "디젤_가솔린" "단종" "http://imgauto.naver.com/20140418_268/auto_1397799398538wKwyq_PNG/20140418143635_Mw58PGwk.png?type=f567_410" "1770"
"2003_쎄라토" "기아자동차" "국산" "준중형" "12.1~18.9km" "디젤_가솔린" "단종" "http://imgauto.naver.com/20140414_148/auto_1397449974917pnRvi_PNG/20140414133252_yCgvcKUF.png?type=f567_410" "1145"
"2003_스펙트라" "기아자동차" "국산" "준중형" "11.3~16.2km" "가솔린" "단종" "http://imgauto.naver.com/20140414_297/auto_1397449198812wJNxV_PNG/20140414131956_aZh3EyWM.png?type=f567_410" "1070.5"
"1997_크레도스" "기아자동차" "국산" "중형" "12.5~12.8km" "가솔린" "단종" "http://imgauto.naver.com/brand2/adv/6550/basicimg/6550_main.jpg?type=f508_367" "1383.5"
"1992_세피아" "기아자동차" "국산" "준중형" "15.7km" "가솔린" "단종" "http://imgauto.naver.com/brand2/adv/16594/basicimg/20111216193459_ns8BaWzh.jpg?type=f508_367" "0"
"2014_카렌스" "기아자동차" "국산" "준중형" "9.0~14.0km" "디젤_LPG" "단종" "http://imgauto.naver.com/20141030_45/auto_1414659134602UTxbS_PNG/20141030175211_8TUGsbIc.png?type=f567_410" "2112.5"
"2003_스펙트라윙" "기아자동차" "국산" "준중형" "13.6~16.0km" "가솔린" "단종" "http://imgauto.naver.com/20140414_167/auto_1397449954273NsWuv_PNG/20140414133230_gzJ7VzWS.png?type=f567_410" "1058"
"2014_쏘울_EV" "기아자동차" "국산" "준중형" "5.0km" "전기" "단종" "http://imgauto.naver.com/20140410_168/auto_1397105689801YeYST_PNG/20140410135446_jAc8qz2i.png?type=f508_367" "4250"
"2012_모닝_바이퓨얼" "기아자동차" "국산" "경형" "15.1~17.8km" "하이브리드" "단종" "http://imgauto.naver.com/20140603_260/auto_1401777447131DMhP5_PNG/20140603153724_m76L2SJ7.png?type=f567_410" "1199"
"2008_프라이드_세단" "기아자동차" "국산" "소형" "13.0~20.5km" "디젤_가솔린" "단종" "http://imgauto.naver.com/20140224_15/auto_13932084381719chnA_PNG/20140224112035_H237zbz3.png?type=f567_410" "1177"
"2008_쏘울" "기아자동차" "국산" "준중형" "12.9~19.8km" "디젤_가솔린" "단종" "http://imgauto.naver.com/20140224_280/auto_1393214445249Y4DW3_PNG/20140224130042_yDSy3PDz.png?type=f567_410" "1647"
"2000_슈마" "기아자동차" "국산" "준중형" "13.2~15.3km" "가솔린" "단종" "http://imgauto.naver.com/brand2/adv/4725/basicimg/4725_main.jpg?type=f508_367" "832"
"1993_스포티지" "기아자동차" "국산" "준중형" "12.3km" "디젤" "단종" "http://imgauto.naver.com/brand2/adv/16590/basicimg/20111216154159_49nURJl0.jpg?type=f508_367" "0"
"1989_캐피탈" "기아자동차" "국산" "준중형" "14.3km" "가솔린" "단종" "http://imgauto.naver.com/20151221_31/auto_1450678419416RB1Gp_PNG/20151221151336_LRE50ALs.png?type=f508_367" "704"
"2001_레토나" "기아자동차" "국산" "소형" "9.9~11.9km" "디젤_가솔린" "단종" "http://imgauto.naver.com/brand2/adv/4549/basicimg/4549_main.jpg?type=f508_367" "1572.5"
"1998_카니발" "기아자동차" "국산" "대형" "20.8km" "디젤" "단종" "http://imgauto.naver.com/brand2/adv/16584/basicimg/20111216154909_5C6mBZ6v.jpg?type=f508_367" "0"
"2010_포르테_하이브리드LPi" "기아자동차" "국산" "준중형" "17.8km" "하이브리드" "단종" "http://imgauto.naver.com/brand2/adv/7914/basicimg/7914_main.jpg?type=f508_367" "2203.5"
"2010_카렌스" "기아자동차" "국산" "준중형" "8.6~10.6km" "가솔린_LPG" "단종" "http://imgauto.naver.com/brand2/adv/8101/basicimg/8101_main.jpg?type=f508_367" "1887.5"
"2009_쏘울" "기아자동차" "국산" "준중형" "12.9~19.8km" "디젤_가솔린" "단종" "http://imgauto.naver.com/20140220_6/auto_139287420903229Lld_PNG/20140220143005_8zg6OgHa.png?type=f567_410" "1687"
"2007_카니발" "기아자동차" "국산" "대형" "6.8~10.5km" "디젤_LPG" "단종" "http://imgauto.naver.com/brand2/adv/466/basicimg/466_main.jpg?type=f508_367" "2525"
"2006_쎄라토_세단" "기아자동차" "국산" "준중형" "13.2~20.7km" "디젤_가솔린" "단종" "http://imgauto.naver.com/20140321_287/auto_1395388045176d2aSR_PNG/20140321164722_xFhRmiDW.png?type=f567_410" "1389"
"2004_오피러스" "기아자동차" "국산" "대형" "7.3~7.9km" "가솔린" "단종" "http://imgauto.naver.com/20140414_2/auto_1397449171755DNz4E_PNG/20140414131929_58M0nxxu.png?type=f567_410" "3689"
"2008_카니발" "기아자동차" "국산" "대형" "6.8~13.0km" "디젤_LPG" "단종" "http://imgauto.naver.com/brand2/adv/7291/basicimg/7291_main.jpg?type=f508_367" "3711.5"
"2011_카렌스" "기아자동차" "국산" "준중형" "7.7~9.5km" "가솔린_LPG" "단종" "http://imgauto.naver.com/brand2/adv/14120/basicimg/3978_kia_newcarens2011_100.jpg?type=f508_367" "1908"
"2007_쎄라토_세단" "기아자동차" "국산" "준중형" "13.2~15.1km" "가솔린" "단종" "http://imgauto.naver.com/20140307_100/auto_1394173115298yDmHL_PNG/20140307151833_6teOVkSx.png?type=f567_410" "1455"
"2003_비스토" "기아자동차" "국산" "경형" "12.7~21.5km" "가솔린_LPG" "단종" "http://imgauto.naver.com/brand2/adv/4706/basicimg/4706_main.jpg?type=f508_367" "645.5"
"2002_타우너_밴" "기아자동차" "국산" "경형" "22.4km" "LPG" "단종" "http://imgauto.naver.com/brand2/adv/4867/basicimg/4867_main.jpg?type=f508_367" "575.5"
"2001_옵티마" "기아자동차" "국산" "중형" "12.6km" "가솔린" "단종" "http://imgauto.naver.com/brand2/adv/825/basicimg/825_main.jpg?type=f508_367" "1665"
"2001_스포티지" "기아자동차" "국산" "준중형" "9.3~12.3km" "디젤_가솔린" "단종" "http://imgauto.naver.com/brand2/adv/724/basicimg/724_main.jpg?type=f508_367" "1466.5"
"2013_쏘울" "기아자동차" "국산" "준중형" "12.0~14.0km" "디젤_가솔린" "단종" "http://imgauto.naver.com/20130927_90/auto_1380293822311VBySh_PNG/20130927235658_vUszfWuk.png?type=f567_410" "1660"
"2012_레이_바이퓨얼" "기아자동차" "국산" "경형" "10.8km" "하이브리드" "단종" "http://imgauto.naver.com/20140502_212/auto_1399012054258jhckG_PNG/20140502152731_n3Lz6jYj.png?type=f567_410" "1497.5"
"2009_그랜드_카니발" "기아자동차" "국산" "대형" "6.8~13.0km" "디젤_LPG" "단종" "http://imgauto.naver.com/brand2/adv/8139/basicimg/8139_main.jpg?type=f508_367" "3299.5"
"2001_리오_세단" "기아자동차" "국산" "소형" "14.4~17.8km" "가솔린" "단종" "http://imgauto.naver.com/brand2/adv/4598/basicimg/4598_main.jpg?type=f508_367" "752.5"
"2009_카니발" "기아자동차" "국산" "대형" "6.8~10.7km" "디젤_LPG" "단종" "http://imgauto.naver.com/brand2/adv/8169/basicimg/8169_main.jpg?type=f508_367" "3869.5"
"2006_카니발" "기아자동차" "국산" "대형" "12.6km" "디젤" "단종" "http://imgauto.naver.com/brand2/adv/470/basicimg/470_main.jpg?type=f508_367" "3000"
"2002_타우너_트럭" "기아자동차" "국산" "경형" "22.4km" "LPG" "단종" "http://imgauto.naver.com/brand2/adv/4878/basicimg/4878_main.jpg?type=f508_367" "484"
"2001_리오_해치백" "기아자동차" "국산" "소형" "16.2~17.8km" "가솔린" "단종" "http://imgauto.naver.com/brand2/adv/597/basicimg/597_main.jpg?type=f508_367" "758.5"
"2011_포르테_해치백" "기아자동차" "국산" "준중형" "15.7~16.6km" "가솔린" "단종" "http://imgauto.naver.com/20140328_226/auto_1395996352657Pineu_PNG/20140328174550_JjX3f0uq.png?type=f567_410" "1607.5"
"2000_크레도스2" "기아자동차" "국산" "중형" "11.0~12.8km" "가솔린" "단종" "http://imgauto.naver.com/brand2/adv/6570/basicimg/6570_main.jpg?type=f508_367" "1214"
"2012_K2_해치백" "기아자동차" "국산" "소형" "연비정보없음" "가솔린" "단종" "http://imgauto.naver.com/20141030_122/auto_1414647786205G9v4W_PNG/20141030144303_P29JmzHE.png?type=f567_410" "0"
"2008_그랜드_카니발" "기아자동차" "국산" "대형" "6.8~10.5km" "디젤_LPG" "단종" "http://imgauto.naver.com/brand2/adv/7285/basicimg/7285_main.jpg?type=f508_367" "3206"
"2006_쎄라토_해치백" "기아자동차" "국산" "준중형" "12.0~15.1km" "가솔린" "단종" "http://imgauto.naver.com/brand2/adv/3956/basicimg/3956_main.jpg?type=f508_367" "1489"
"2002_스펙트라윙" "기아자동차" "국산" "준중형" "11.7~16.0km" "가솔린" "단종" "http://imgauto.naver.com/20140421_112/auto_1398043770332fvTyx_PNG/20140421102927_t2AnuNzF.png?type=f567_410" "1099.5"
"2001_프레지오" "기아자동차" "국산" "대형" "15.8~16.3km" "디젤" "단종" "http://imgauto.naver.com/brand2/adv/927/basicimg/927_main.jpg?type=f508_367" "1047.5"
"2014_K3_유로" "기아자동차" "국산" "준중형" "12.5km" "가솔린" "단종" "http://imgauto.naver.com/20131218_59/auto_1387328558194nrS0T_PNG/20131218100234_3QmjUv0I.png?type=f567_410" "1944"
"2007_쎄라토_해치백" "기아자동차" "국산" "준중형" "13.2~15.1km" "가솔린" "단종" "http://imgauto.naver.com/20140307_222/auto_1394173126977gS4ik_PNG/20140307151845_iSO4oAay.png?type=f567_410" "1455"
"2001_타우너_트럭" "기아자동차" "국산" "경형" "연비정보없음" "가솔린_LPG" "단종" "http://imgauto.naver.com/brand2/adv/912/basicimg/4888_main.jpg?type=f508_367" "494"
"1994_아벨라" "기아자동차" "국산" "소형" "17.6km" "가솔린" "단종" "http://imgauto.naver.com/brand2/adv/17147/basicimg/20120118194055_Q0rppKZm.jpg?type=f508_367" "628"
"2013_프로씨드" "기아자동차" "국산" "준중형" "3.8~5.4ℓ" "디젤_가솔린" "단종" "http://imgauto.naver.com/brand2/adv/18791/basicimg/20120927175507_Rkib0Kmx.jpg?type=f508_367" "17045"
"2012_포르테_해치백" "기아자동차" "국산" "준중형" "15.7~16.6km" "가솔린" "단종" "http://imgauto.naver.com/20140603_17/auto_1401778663333lHDEY_PNG/20140603155741_9TGh86d7.png?type=f567_410" "1591"
"2005_쎄라토_세단" "기아자동차" "국산" "준중형" "12.1~14.6km" "가솔린" "단종" "http://imgauto.naver.com/20140410_186/auto_1397094272832Ytr9E_PNG/20140410104430_rs1XTl8C.png?type=f567_410" "1145"
"2002_스펙트라" "기아자동차" "국산" "준중형" "11.7~16.2km" "가솔린" "단종" "http://imgauto.naver.com/20140421_193/auto_1398043756913sKUbx_PNG/20140421102914_NPxhXaOf.png?type=f567_410" "1151.5"
"2000_크레도스2_왜건" "기아자동차" "국산" "중형" "9.5~12.8km" "가솔린" "단종" "http://imgauto.naver.com/brand2/adv/6565/basicimg/1306_kia_credosii2000_7.jpg?type=f508_367" "1332.5"
"1999_비스토" "기아자동차" "국산" "경형" "17.8km" "가솔린" "단종" "http://imgauto.naver.com/brand2/adv/17222/basicimg/20120119105945_4gOo5Hes.jpg?type=f508_367" "0"
"2005_리오SF_세단" "기아자동차" "국산" "소형" "12.3~15.4km" "가솔린" "단종" "http://imgauto.naver.com/brand2/adv/4605/basicimg/4605_main.jpg?type=f508_367" "859.5"
"2000_엔터프라이즈" "기아자동차" "국산" "대형" "8.1km" "가솔린" "단종" "http://imgauto.naver.com/20140210_101/auto_1392004333978KxdSG_PNG/20140210125210_Gzlqj3dc.png?type=f567_410" "4147"
"1995_크레도스" "기아자동차" "국산" "중형" "12.5~12.8km" "가솔린" "단종" "http://imgauto.naver.com/brand2/adv/17374/basicimg/20120203154707_hyQK3nlb.jpg?type=f508_367" "1209"
"1990_세이블" "기아자동차" "국산" "대형" "9.0km" "가솔린" "단종" "http://imgauto.naver.com/20131231_281/auto_1388450649776hAYGy_PNG/20131231094346_Qg58RRjF.png?type=f508_367" "2750"
"2005_쎄라토_해치백" "기아자동차" "국산" "준중형" "12.0~14.3km" "가솔린" "단종" "http://imgauto.naver.com/brand2/adv/749/basicimg/749_main.jpg?type=f508_367" "1251"
"2013_씨드" "기아자동차" "국산" "준중형" "3.7~6.1ℓ" "디젤_가솔린" "단종" "http://imgauto.naver.com/20141030_100/auto_1414641342555kmhmK_PNG/20141030125539_AT6oTVXF.png?type=f567_410" "17285"
"2001_타우너_밴" "기아자동차" "국산" "경형" "20.2~22.4km" "가솔린_LPG" "단종" "http://imgauto.naver.com/brand2/adv/908/basicimg/4887_main.jpg?type=f508_367" "551"
"2010_씨드" "기아자동차" "국산" "준중형" "연비정보없음" "가솔린" "단종" "http://imgauto.naver.com/20140321_137/auto_1395384376230qJWO2_PNG/20140321154612_OiucRNNq.png?type=f567_410" "0"
"2014_K900" "기아자동차" "수입" "대형" "연비정보없음" "가솔린" "단종" "http://imgauto.naver.com/20141030_172/auto_1414660263893n2mRd_PNG/20141030181100_4rQBaBz3.png?type=f567_410" "0"
